"STATE","TEXT"
"PA","I met a friend for high tea on a weekday so we were the only ones there which we didn't mind at all given that we both brought our two year old children. We were served by Chef Jackie who I found to be friendly and informative. I was very impressed with the large selection of tea that included both loose and bagged options. We were told we could try as many as we wanted. 

I must admit I was a little disappointed with the quantity of sandwiches given. We were served an egg salad sandwich, a ham with avocado, and a take on a BLT which was bacon, tomato, and julienned spinach on top served on a piece of French bread. I wanted more. The second plate had fresh fruit and two scones- citrus and vanilla cream. Both were delicious but small in size. The final plate had a brownie, sponge cake, and small cupcake. Everything was delicious but I would have rather have had another sandwich or two over the last plate and larger scones. All of this cost $21pp."
"PA","Went to a High Tea here on Sunday.  Although the setting was lovely and the staff was welcoming, the food was nothing special, in fact, it was bad.  We were served three tea sandwiches:  egg salad, which was bland (I make a better version at home), chicken salad, nothing special either, and then a delicious spinach-artichoke bite.  Unfortunately, it was the size of a quarter, it was literally a bite.  But it was the best part of the meal!!!  (I don't think the size of all three of the sandwiches put together was as big as one piece of white bread).

We were offered two types of scones:  cranberry and eggnog.   Neither was anything special, eggnog had absolutely no taste whatsoever!

Then, the pastries:  we were served a gingerbread cupcake which was fine--nothing like Vanilla Pastry Shop!  A pumpkin torte, again, fine.  And a chocolate mousse/brownie bite with a raspberry and candy cane on top--it was dry as a bone!  It looked as if it was on it's last legs--chocolate was turning white, mouse separated from brownie.  Yuck.  

Oh yeah--I had a delicious tea from Harney and Sons (used to be sold at the Grand Floridian High Tea in Disney World), cinnamon spice!!!  Unfortunately, when I asked for more tea, they gave me new hot water and the same old tea bag! 

I've gone to various teas so I feel I can give a good comparison.  Not impressed at all!  Will not go back there, ever!"
"PA","Pittsburgh has a Four Seasons!

From Paris to Shanghai, London to Bangkok, the care with which this little B&B operation is run in Pittsburgh exceeds the best that I have experienced in any of these cities.

It may not have the conference facilities of a larger hotel, the business center, or in-house spa, but as a B&B, this is about as good as it gets. 

The structure in which the whole thing is held (do we call it a 'house'?) is old (perhaps we could say it generically to be 'victorian') with decor to match. These are far from our tastes, but they compensate (in our eyes) by taking good care of what they have. The TVs aren't even old flat screens, but they do stock the rooms thoroughly with l'occitane.

Where this place really shines is in the staff and the food. I actually find this aspect to be _better_ or even _much_ better than many celebrated big-city five-star properties. When was the last time that the night staff pulled some food from the refrigerator (gratis) after a midnight arrival caused by flight delays?

They make everything in-house and it is all extraordinary. On this last visit, I indulged in their traditional french toast with a side of eggs. I forgot that this all includes an additional course in advance with fruit (not just big grocery store chucks of melon) and house-made cookies and muffins. On each visit, they mix these up. For this December visit, they did gingerbread cookies (of course). The Chef (Jackie), from NYC, could be gainfully employed high up the hierarchy of any top big-city restaurant.

There is no elevator, so either pack light if you want a room on the 3rd floor or choose a 1st or 2nd floor room. The 1st floor room has double doors so I didn't find it any noisier than the others. You are in a city and on a reasonably busy street, so don't expect the charming home to be continued into a surrounding yard (although they do have an attractive new deck out back)."
"PA","Without a doubt one of the nicest places I have ever had the pleasure of laying my head...

...having wine and cheese...

....or breakfasting.

The Inn on Negley is gorgeously appointed.  The individual rooms, all named for varieties of apple, are spectacular.  We were in the lovely Northern Spy.  The bed was wonderfully comfortable, the linens unbelievably soft and luxurious.  L'Occitane bath products smelled divine.  The Shadyside neighborhood outside of downtown is quiet but still conveniently located to all the Pittsburgh doings.

Breakfast each morning, cooked by the hospitable Chef Jackie, is pure pleasure.  Each night on your pillow a menu card appears; check off what you'd like in the morning, what time you'll be eating, and drop it off in the dining room.  The next day, Jackie is ready and waiting with a fresh fruit plate, the pastry of the day, and fantastically strong and flavorful coffee.  Omelets and fritattas are made with local produce and eggs.  Irish oatmeal is served with milk from a nearby creamery.  Toast bread changes daily but is always whole-grain and delicious.  Breakfast meats are lean and filling.  

Afternoons, iced tea and cookies are set out, and in the evenings wine and cheese served.  Enjoy them in a rocker on the front porch, relaxing on the back deck retreat, or in the privacy of your room.  

Staff is not only eminently professional, but warm and gracious.  Heidi at the front desk was beyond helpful in making suggestions for what to do in the city or where to eat (I will be forever indebted to her for recommending what was probably our best meal of the trip at Soba).  If you ever find yourself in Pittsburgh, lodgings can't get much better than the Inn on Negley.

That's probably sufficient gushing."
"PA","This place is closed. It used to be one of my favorites, but is now occupied by Spin - a high-end gay bar (glad it at least turned into gay bar if Havana was going to go out of biz)."
"PA","I hope this place is still open!  It was cool, until they got the Touch Screen game at the bar.  There were great times at this place back in the day...  The mojitos were great, the Ricos awesome, and the stoli V and ginger rocked!  This is the 2nd bar I ever got into a fight with someone, an ex and I had a screaming match in the garden...  We're friends now, but I'll always remember that fight in the garden!"
"PA","Didn't havana go out of biz? I think this is the place with the purple awning. If not, oops! This place is OK. It does have a swanky feel and the martini's are OK but overall it is nothing special. Usually the place is very empty compared to the other bars on Ellsworth."
"PA","I have been here a few times and always find something new to try. The staff are a delight and I have great back and forth banter with the elder gentleman who is usually at the counter. 

My latest visit here was to get supplies for a friends Hot Pot night. Both of the staff were incredibly helpful with my questions. They directed me towards the best cuts of meat (I knew thin cut beef and pork worked well but not the specific type - i.e. fatty or lean). There was a great selection and variety of fresh vegetables which were well priced. Self control with respect to the assortment of red bean paste-based sweets was difficult but I managed!"
"PA","This Japanese food store has a nice selection of East Asian goods which are tougher to find in the East End. For example, I was able to find sushi grade fish, seaweed sheets, uni, pickled carrots, and green tea ice cream.

Unfortunately, I left the store empty handed because they did not have ice prepared to pack the fish in so that the fish would remain at a safe temperature during my trip home."
"PA","I was looking for something Japanese around me but had no luck until I came across this place, the prices are fair. I don't understand why people are complaining about the price, it's coming from japan! Of course it will be more than the American junk candy. The food is very fresh and extremely good for the price, I bought a big list of stuff and I would buy out the entire store if I had the money. They are very kind and nice, polite and funny. They are willing to help you out and they give you a nice verity of food and items for a little shop they are. I would highly suggest going there, the food is healthier for you and isn't much more than our typical everyday food. They have certainly got me wanting to go back for more."
"PA","It should be a 3.5. The bento box is tasty and they offered 10% off until the end of the year. But we were there around 2:00 pm. There were not a lot of selections for bento boxes. Maybe we should go earlier next time."
"PA","Slightly pricey compared to what those things usually cot in the west past. But it is in the burgh so stop by if you really want some authentic ramen, instant miso soup or even the bento( lunch) made by the oner!"
"PA","This place has a great selection of imported Japanese stuff. Mainly food, but some kitchen stuff and DVDs. Fresh sushi every day too. Just don't expect much English. The people do speak it fairly well though."
"PA","Wow. I just recently learned of this store from a good friend, and must say I have no idea why I hadn't heard of it before! I love asian food, and have been looking for the ideal market to stock up with things you just can't get from Whole Foods and Giant Eagle.

The quality of the items here is unmistakably superior. I love the fresh shiso leaves that I can get here; I love the wide variety of japanese mushrooms and produce they stock! Because of this market, I have been able to delve deeper into the wonderful world of the Japanese one pot meal I so love, and have been busily trying new recipes over the past several months. 

I haven't yet purchased their sushi grade fish, but it certainly looked fresh and I will certainly buy it from their market the next time I feel adventurous enough to make sushi at home...

My wife says I am addicted to having a lot of obscure Japanese condiments around the house, and after looking in the refrigerator the last time we visited Tokyo Japanese Food Store, I absolutely agree - Arigato gozaimasu!"
"PA","""Sugoi! Suki! Hontou!"" (Wow! Love it! Really!)

Just a few of the cute little responses the cashier exclaimed as she rang my items up (I'd like to thank anime for my informal understanding of the Japanese language). 

Tokyo Japanese is one of the most comprehensive Japanese groceries I've been to. Sure there are other Asian groceries where you'll find common items like soy sauce and pocky sticks, but when it comes to rare Japanese cooking staples, look no further. I loaded up on shiratamako, fukujinzuke, natto, okonomiyaki sauce, okonomiyaki flour, takoyaki flour, shimeji mushrooms, tenkasu, yakisoba noodles, and more. They also have sushi grade fish, produce, bento boxes, and baked goods -- all fresh. I couldn't not find anything if I tried.

The staff is very pleasant and friendly. Some items can be pricey, but they are the harder to find items that justify the cost. 

Tokyo Japanese is as sugoi as it gets, so they get 4.5 stars rounded up."
"PA","The bento lunches made by the owners at Tokyo Japanese Food Store are the bomb!! They satisfy any Japanese food craving that I might have. They typically either have something fried or grilled along with a small salad, rice and some other tiny sides, which can be found in the fridge in the back of the store.

If you want to make any type of Japanese food this store would have anything that you would need though a little pricey. However their fresh fish is out of the world if you want to make your own sushi or sashimi. I also bought the largest carrot that I have ever seen (for under a buck!) to go with a cold soba noodle dish that I was making. 

You won't regret popping in here as the owners take pride in their shop and keep it clean and all food fresh though note there is a $10 minimum for credit card."
"PA","Very expensive and small but organized and clean store, but it's got all my fav foods so I come all the time to stock up my pantry. Get the various ramen noodles, steamed japanese cheese cake, bento to go, lots of green tea and they even have some great japanese shampoo and conditioner if you ever need them. Right next to a laundry place, parking is almost always available in that little plaza. Come check it out!"
"PA","You'll probably find more variety in Asian groceries in the Strip district. But Tokyo Japanese food store supplies things that even Bai He (lotus) doesn't and is closer to the universities. 

There's an aisle dedicated to ramen. There's a shelf dedicated to cute drinks like ramune, green tea, calpico, and pocari sweat. There's also a shelf with bowls and cups which might make a nice present if thats what you go for.

They have fresh shiso leaf, frozen sushi fish, and specialty vegetables that you would find in Japanese cuisine such as lotus root. They also have half a cooler section with different types of miso. I like to get a red miso and a white miso. You can get actual asian tofu instead of the american (very firm) kind. By the cashier, you can get buns and breads from an Asian bakery. It's not particularly fresh, but if you're missing the taste you might want to try it.

I'm pretty sure there's a ramp for a wheel chair. The aisles though are pretty narrow so be careful."
"PA","This is a pricey Japanese grocery store with a wide variety of goods.  I know it better as our Saturday go-to place for BENTO BOXES.  Oh yes, they are so good.  They are made fresh daily by the nice Japanese mom and pop that own the place.  They make sushi as well and it is expensive but it really does taste a million times better than the Giant Eagle stuff.  They also sell SASHIMI grade fish so we tried our hand at sashimi cutting one afternoon as well."
"PA","I love this little grocer. They prepare little bentos (perfect for lunch while you do your laundry) and have a ton of niche items you can't get anywhere else. Plus, the produce and seafood is some of the best in the city. If you haven't found this place, then stay away, I don't want my selection lessening."
"PA","Tokyo Japanese Food Store is the only Japanese grocery in the area with a nice selection of produce, fish and processed foods.  Not all, but many things are overpriced, and I would check out Lotus (Asian market) in the strip district for certain items such as sauces, noodles, etc.

They are known to sell things past expiration dates: sometimes in the form as a ""sale"" without explicitly notifying the customer of the condition.  Now, I don't have a problem with buying slightly expired non-perishable (boxed, canned) foods for less... but I expect an honest business.

Many of their raw fish look discolored and old, making me ponder the honesty of the packaging dates...

In the end, many of the Japanese items can only be attained here, in Pittsburgh - having a small, but formidable selection to suit your needs.   I would just be weary with expiration dates and the perishables they sell."
"PA","If you're looking for Seafood City, 99 Ranch Store or some other all-Asian megamarket, this isn't the place.   After tracking the place down, my first look at the outside was kind of disappointing, because I was hoping for something larger.

But when I went in, I was glad to have made the trip.

What you will find when you go through the door is a neighborhood grocery store, primarily specializing in Japanese food.  It is not a large place, but is well-stocked, clean, and fresh-smelling.  They clearly take pride in their establishment. 

The staff is pleasant, and they have a good selection of products and brands.  Even brands seen in American stores were labelled in Kanji.

They do well with their limited space -- instead of putting a whole case of each product on the shelf, they put enough of each for you to find (or, of course, you can ask).  This lets them carry a far greater variety than you would guess from the size of the place, especially of candy and snacks (Morinaga and Pocky fans will find a wide selection).  Hi-Chew is $1.19 per pack (May 2011) in the various flavors, below the price I've found in Asian stores on the West Coast.

It seems that they are able to keep prices low by volume of sales, judging by the number of customers (about half a dozen in the few minutes that I was there).

The parking lot is small, and shared with a laundromat and another store or two.  There is on-street parking."
"PA","This is a wonderful place with very friendly people.  They stock a number of items that are not easy to find elsewhere and most importantly, have absolutely the best fish anywhere in the city if you want to make sushi or sashimi--my opinion not scientifically tested.  The prices are not low for this fish, but the quality is really brilliant.  You can get salmon that is super dense, with no muscular separation.  I have been told, but have absolutely no evidence or sources to refer to that the folks at Tokyo and at UMI (the big Burrito group sushi place right next door) source from the same place.  In any case, it is the only place I have found (and perhaps there are others--but none within walking distance--) that I would use to purchase fish for completely raw preparations."
"PA","Tokyo is a great place to get some hard to find japanese ingredients. The bento boxes are delicious and inexpensive.  Store is clean and the workers are very friendly.  They have a good selection of things that are difficult to find in the city like yuzu and ginko nuts and fresh shiso leaves, lotus root etc.  They also have a good supply of sushi grade fish, gindara, kimche and other picked items like plums.  Very good.  it also happens to be right across the street from Umi which I can also say has excellent sit down food. Try the omekasi, you wont be dissapointed."
"PA","I visited Japan for a month and this store reminds me so much of a true Japanese grocery store that nostalgia hits me every time I enter.

Unlike most Asian grocery stores (I'm looking at you, Strip District) Tokyo is VERY clean and has really fresh produce and meat. Every time I walk into Lotus Foods in the Strip I'm hit with a certain smell and it's always so dusty. It's awesome to be able to go to a grocery store that's small enough to keep their stock fresh. I also really appreciate how dedicated they are in keeping their store as Japanese as possible.

They stock the staples in Japanese beverages and snack foods as well. It's so hard to find Pocari Sweat and other soft drinks in Pittsburgh that you'd find in any vending machine in Japan but Tokyo stocks it in a variety of bottles; chilled or room temp. I always buy a big bottle of Pocari Sweat when I visit to put in the fridge. If you've never had it, it's a sports drink that has a hint of grapefruit. The grapefruit is so subtle that there is almost no aftertaste. It's almost like water but not sickeningly sweet like flavored water in the US.

They also have prepared foods available by an in-house chef. They come in the form of bento boxed lunches that have sushi and tempura and, while I haven't had one yet (some day I'll remember to go before I eat), they look delicious and fresh and are packaged in an appetizing way.
If you're Japanese and have never heard of this place you should definitely check it out. It's an incredibly authentic grocery store and just as clean as one found in Japan. If you're an American and are a bit jaded about Asian grocery stores because of the dirtiness and grumpiness found in many of the ones in Pittsburgh definitely check Tokyo out, it's incredible.

UPDATE: It took me until just a few weeks ago to try out their bento lunches. They're healthy and delicious. They'll heat the bento up for you on premises if you're eating on the go. The owner of Tokyo has also recently started selling his bentos and sushi in Lotus Foods in the Strip. Give them a try for a quick, healthy lunch."
"PA","I am in the service industry and my friends and I came here for my birthday. It was the worst experience and the bartender wouldn't give us lemons or limes for our drinks. She was rude and all over the place. We would have spent a lot of money but she deterred us from that."
"PA","This bar smells like a smoky urinal cake, all the time.

I only go in to buy six packs.  The bar staff seems nice enough.  It def seems like a frat crowd.

They get 2 stars only bc there is a skee ball machine."
"PA","Great place to go. Friday and Saturdays are busy. Good prices for shady side."
"PA","One of the few bars, seemingly, in America where people can smoke inside.  It's a fun place - darts and KARAOKE!  Just be warned that this place can get smokey.  Not a place to hang all night... stop in a grab a beer before hitting other places on Ellsworth."
"PA","Many a memorable (albeit fuzzily so) night at this bar when I was in PGH knocking on doors for the Obama campaign.  I'm convinced."
"PA","I like coming here with a group of people. I think this place may be able to claim they have the cheapest prices in Shadyside. Although many have said that this is pretty much a 'meathead' joint/sausage fest, I think the same could be said of other shadyside bars (william penn, doc's, etc.) 

I give the saloon four stars because it's near my house, has cheap drinks, and plenty of space. Usually dead on the weekdays."
"PA","to me this is my favorite grocery store in pittsburgh. plus shopping there gets ya discounts on fuel which helps alot nowadays. from flowers to fresh sushi it has it all. a good meat selection with a ton of variety in the case. olive bar. fresh fish .a ton of vegetables .huge selections of cheeses and prepared foods as well.not to many people there at night time makes it easier to shop quickly but also means all of the departments with cases are closed. free samples most days as well and a chef that cooks up something and has the recipe next to the food and you get to sample it.

all and all i love this giant eagle!"
"PA","I was scared to come into this Giant Eagle since the parking lot looked like a madhouse, but then I found an easy place to park in the garage, hopped in the giant elevator, and walked out the door and into a land of awesomeness.

My foodie boyfriend and I run into a problem all the time - we use both specialty ingredients like unique meats, cheeses, and produce, Asian ingredients, things like that...and we also want Tide, Bounty paper towels, Cheerios, cheap Barilla pasta, that kind of thing.  And up until now, I hadn't found a place where you could get both.

In that sense, this Giant Eagle Market district is the bomb.  The bomb!!!  They had a huge bakery section, a surprisingly unique produce section (Thai chiles!  Kohlrabi!  Purple cauliflower!  Taro!  Jicama!), a fun gourmet cheese area that carried some very hard to find things (ricotta salata cheese in particular, I remember), a cured meats area where I FINALLY found Spanish chorizo after months of hunting, a little olive oil station where you can some pretty decent olive oil in a Giant Eagle jar for $5.99 and you can taste them first with bread and cheese, a huge Italian section, a decent Mexican and Asian selection, a butcher with some good cuts of meat (who chopped up some lamb shoulder into stew meat for us), a fish market area, some bulk spices at a good price, and lots of other fun delights.

AND they have all the normal, national brands.  How cool is that?

The normal stuff is as expensive as it is at regular Giant Eagles, and the fancy stuff is more reminiscent of Whole Foods prices.  Still, there are some good deals.  We still try to do as much of our shopping as possible at Trader Joe's, but if there's any special thing I need after a TJ's run, I might check this place out!"
"PA","Wow, this store has greatly improved since I've been gone.  In ten years, it's turned into quite a nice store.  The variety of merchandise is great, although coming from the Midwest, I need to adjust to the price of food being higher.  The cashiers have been pretty friendly as well."
"PA","Ugh! Today is dark, dank, and dreary! I woke up with a stuffy nose and in need of some hot soup. So out into the gloom I go! I shop here often so this review will probably be modified the next time I visit because I usually really like it here. 

Earlier in the week I stopped to pick up a salad and two vegetable panang curries. I like them for lunch when I work at the office. They are not the best ever but I like them because they are pretty spicy and fill me up. This time it was runny bland mushy rice with extra mushy veggies. I pretty much gagged when I attempted to lunch. 

Since today I was in need of hot foods I decided to take back these lunches. I don't know if anyone else returns things to grocery stores but $10 bucks is $10 bucks that would go towards my lunch today. Better they pay for the crappy food instead of letting it sit in my fridge while I watch it go bad with a grump face. I had my receipt and took it to customer service. 

The lady was not very nice about it and questioned "" is that normally packaged like that?"" to two other employees. The one guy said "" looks like she ate it and spit back out"" Seriously?! GROSS! Then she wanted me to go with her and talk to the hot foods department. I declined because I didn't want it!!  Plus I didn't feel great! What more to the story is there?  I won't ever get it again and the attitude towards me because I dared to return poor quality food was not needed."
"PA","Selection of specialty and regular items is quite good. BUT, the layout, checkout and parking lots are literally the worst clusterfuck I've seen outside of New Delhi. Not bad after hours but those hours are pretty narrow."
"PA","Gotta say, this particular location of Giant Eagle (Market District) was the best Giant Eagle I've been to. Impressive selection of cheeses. Decent international section (although, Wegmans always surprises me! I'm talking mainly Asian stuff.)  Also was the place I became addicted to redbox DVDs.

I always enjoyed the festive events they have going on once in a while. The one that I went to was in celebration of fall - they would decorate the store, even had some live musician near the doorway, give away samples of pie and cookies. Felt really nice to be welcomed into the store that way. 

The only bad thing I'd say about this Giant Eagle is the clusterfuck of a parking lot they have. It's right off of a fairly busy street right by an intersection. They do have a parking garage, but you still have to wait in a line to get there because you're waiting for other people to park/reverse out of their space in front of you."
"PA","If they actually actually kept the store stocked, this would be a 4 star review.  However, I fight the traffic, parking lot, people with baskets, elevator, and rest of the customers to get to the bulk spices, Mexican section & produce only to find 100% of the things I need not stocked. So incredibly frustrating!
  They do have a nice cheese section, bakery, prepared food section & juice bar."
"PA","The last time i was in Pgh Giant Eagle Market District  was known as the  Food Gallery.. 

Giant eagle market district is located at the corner of Negley and Centre ave. The outside parking lot is usually full. However you'll be able to find  additional parking in the garage located on the Claybourne side of the store. 
 
I was pleased with the store from an aesthetic stand point. The market district is  a step above the non market district Giant Eagles. This location offers a larger selection of  ethnic , organic foods. 

The employees are  little nicer but customer service is just ok. Not good or bad but ok. 

If you don't have a customer loyalty card you won't be able to take advantage of savings. Competitors also have loyalty cards but price markup appears to slightly more than what I would have payed at a comparable store.  
However I'd consider shopping here for speciality items or for convenience."
"PA","I'm not a resident of Pittsburgh, and I've only been here once, but this place replaced Wegman's in my heart shortly after I walked in.

I came here on a hungover Sunday morning, so seeing all of these delicious foods and having samples offered to me every few steps was heeeaaaven. They have tons of selection - a mix of specialty food and regular stuff you'd find at typical grocery stores. I spent way too much time deciding on tomato sauce because they had just about an entire side of an aisle dedicated to just that. I was really impressed by their bakery - I was salivating.

Every sales associate I spoke to was friendly and patient (even when I asked where I could find bread crumbs... which were by the bread). When I asked one man where I could get non-organic eggplant, he personally walked me over to them, even though he was busy unpacking boxes.Their produce was fresh and their organic stuff had 'organic' stickers all over them so you couldn't cheat/get cheated (now why doesn't anyone around here do that?). As a cheese lover, I was glad to see the entire corner of the store where they sell their specialty cheeses. 

The only thing I can complain about is the some of the other customers. Some were rude and most had snarls on their faces, which I can't understand because the people who worked there were so friendly."
"PA","As a new resident of Oakland, this Giant Eagle was a natural spot to choose for my first grocery shopping experiences in the 'Burgh.  Coming from Central PA, I have a soft spot in my heart for Wegmans.  It's the best grocery store I know, and I'm a little sad that they haven't worked their way into Pittsburgh. I know Giant Eagle well from growing up in Erie and having lots of family in Pittsburgh, though.

That being said, the Giant Eagle Market District on Centre is A-OK.  While it feels a bit cramped (aisles are a little narrow) and I could see parking being an issue on a busy afternoon, I have had two pretty good experiences picking up essentials.  For a grocery store on a pretty small geographic footprint, there is a lot of selection.  In addition to the organic and whole-food options that other reviewers have mentioned, there is also the usual choices of Giant Eagle brand products.  It's a store where you can get exotic, boutique items . . . but you can also pick up the usual suspects.  I'm sure they are keeping an eye on the Whole Foods a few blocks away and striving to be more accessible and affordable, while also drawing customers with more upscale tastes.

Staff members at this Giant Eagle really set the place apart.  I had two good interactions with employees today (one in the meat department, and one in the grocery area).  I've seen plenty of smiling faces and people being eager to help shoppers find things.  These are the touches that bumped this up to a 4-star review."
"PA","The parking lot is a clusterfuck.

The entrance to this location always smells like spoiled milk. 

They usually have everything except what I am looking for and/or I just can't find it because it is not placed with similar things. Like when I went looking for organic hot cocoa mix...a week later I found it, not with the other hot cocoa mixes, but very randomly on it's own display at the end of the Asian foods isle. Gnocci? Not with the frozen Italian things, but with the other frozen Italian things...

And then when I finally find that one item that I desperately wanted enough to look for it here, I face the crazy check out lines where one has plenty of time to analyze a disturbing cross-section of consumer society, at which point I often re-think my desire for the superfluous item in hand, set it down and swear to never return to this store again."
"PA","What's with the bitter reviews? I live in San Francisco, and even I miss Market District! It's one of the best grocery stores I've ever seen in a proper city. Folks from upstate NY like to boast about Wegmans, but you only get 6+ prepared food buffets if you have nearly infinite floor space. Giant Eagle: Market District makes great use of their limited space. My favorite things:

-charmingly confusing store layout
-happiest store employee I've EVER met -- the guy who hands out cookie samples is so enthusiastic
-polite cashiers
-walk-in cheese closet

Transportation is easy for CMU students (B shuttle stops here). It's also on several major bus lines because it's on Centre Ave. Unfortunately, parking is the worst ever. Turning left out of the parking area is a nightmare and takes upwards of 3-4 minutes. Trying to turn left onto Centre during rush hour? Forget it. No matter where you're going, just turn right and resign yourself to driving really far out of your way."
"PA","Drama, Drama, and More Drama.

This review is for the event planning/wedding cake departments only.  I actually like the rest of the store.

We had previously arranged for an appointment to talk with the cake department, but when we arrived, we were told that the cake decorator had left for the day without plans to return.   We were then shuttled to talk with the event planning department about cake pricing options.   The event planner was cold, and odd, and definitely not in a good mood.  (For brevity and to protect her anonymity, I'll call her stormy.)

Stormy then gave us a wedding cake catalog with decorating ideas and pricing.  This is a bit of an overstatement, actually, since they make it intentionally difficult to figure out the price, hiding charges in five or six components and not being clear about any of them.

I went to ask for help from stormy, but imagine my surprise when I found she was busy frantically scribbling a letter to Giant Eagle H.R. about how she absolutely can't get along with another person in her department and how they were always cold and frosty with each other and storming in and out of workplaces when they were around each other.  I didn't see the whole letter, but that was the gist of it.  As I was trying to ask a question, stormy excused herself and said she ""had to get something for us.""   She took the hand written letter away and came back a good while later, having delivered her letter but not with anything to help us with our search.

Eventually, a replacement cake decorator came to our table with samples (good cake, by the way.)  The replacement decorator apologized for the ""drama in the department,"" which I appreciated.  We asked her to help us decipher the pricing, and she gave us some quotes, but then stormy said those quotes were no good, and she would have to look them up in her book.  And then stormy herself became confused and couldn't figure out how much a particular cake would be, since they seem to have recently instituted a more expensive pricing structure.

Between the two employees, they weren't sure if filling was extra or not, and if it was extra, much it would cost.  Same with whether the cake structure could be modified, and if so, how much that would cost.  They weren't sure how many servings were in a particular cake, (which seems to have changed recently) and thus, how much it would actually cost.  

But the general gist is that the cakes are overpriced and about 40% more than local bakeries.   

The sad thing is that we really liked the cake there, and we would have liked to buy it from Giant Eagle.  But considering the ordering drama, we couldn't trust them to deliver a good wedding cake, so we ordered somewhere else."
"PA","one of these things is not like the others,
one of these things just doesn't belong,
can you tell me which giant eagle is not like the others
before I finish my song?

did you guess which giant eagle is not like the others?
did you guess with all your might?
If you guessed that this giant eagle is not like the others,
you know what... you're right
________________________

ok, i'm done reverting back to my childhood now (thanks cookie monster).  honestly, i was nervous to go here after two horrible experiences at other giant eagles in the area.  they were dumps.  but, this one, the giant eagle market district is a breed apart. fresh, local, organic, freshly baked goodness everywhere you look.  the store is huge, the staff helpful, and the food is fresh.  my only complaint... the parking."
"PA","Dude, the other reviewers were NOT kidding about the parking.  I'm not a big fan of carrying orange juice up hills in the rain, but I think it would be worth it to not have to attempt to park in that insane asylum known as the giant eagle parking lot.

Giant eagle pita chips lose to Trader Joe's.  They got groceries though, lots of groceries!  I like being able to buy marketplace hummus dip AND toilet paper.  This place might beat out trader joe's for me for regular grocery trips, when I have to buy like, lettuce, and shampoo."
"PA","This was my primary store when I was in Pittsburgh back in 2006 and it does have a lot of selection.  Also, the juice/coffee bar, although expensive, isn't bad.  I ended up getting 1 of the better smoothies I've had in a long time there.

As 1 of the other reviews state, you do need to have patience in this store because the parking lot is always busy and the garage is tight.  Also, the aisles are narrower than South Hills, so if you have someone looking at stuff for a long time, be prepared to wait also.  

One can do much worse than this store.  I've been to plenty of other stores out of state such as Kroger and Albertsons, and Giant Eagle does a better job in my opinion.  You also can't beat the Fuelperks."
"PA","This is my #1 grocery store, one of the nicest I have ever been to, and I can walk from my apartment.  Has many of the organic specialty items as Whole Foods, but also has the cheap stuff to boot.  Be careful, though, produce and organic/natural items can be more pricey than Whole Foods or Trader Joe's.

#1 rule:  bring loads of PATIENCE.  I am currently unemployed, and as such have visited this store at all hours on all days:  It is ALWAYS busy.  If you are driving, be mentally prepared not to find a spot in their parking lot or two levels of parking garage.  Aisles also seem a bit narrow, be prepared to get stuck behind slower people."
"PA","This is my main place for groceries since it is super close to my house, so I've had a variety of experiences here.  I think the trick is to go on a Saturday when you have a lot of time and patience, or be prepared for some delays if you go after work.  I have a few gripes and a few praises, but its easiest if I list it out by category, so here it goes:
Parking: Lot and parking garage (with elevator) - be prepared to fight over a spot on busy days, and wait a few minutes for an elevator if you go in the garage. 
Produce: Plentiful, and usually fresh and tasty, but prices are up there with whole foods - over $1 for an apple or a tomato, and almost $3 for an avocado.  
Prepared Foods: Mediocre tasting, decent variety.  Good looking salad bar as well.
Associates: Knowledgeable and helpful
Self Checkout/ Self Scanning:  I use both frequently and run into an issue about every other time I use either.  
General Products: I must agree with Barrientos M. review, because many times things I'm looking for are expired!  They have a large selection and it includes many specialty items, but in my opinion they are not organized very well.  
Store Layout: There is a reason they give you a map, this place is very confusing and large.  The specials placed in the aisles are HORRIBLE, they create backups and clusters and I've seen 'cart to heel' accidents; this place is too crowed for the layout."
"PA","The nicest full-range grocery I've ever seen.  With, well, a catch.  

It's the flagship store for the Giant Eagle chain, and they're strongly competing against the Whole Foods and Trader Joe's, both less than a mile away.  They stock a large number of quirky items you normally would only see at specialty stores, and the produce section is amazing.  The employees in the produce section are also amazing, as many of them can spout off a recipe for any particular item they sell, with a story and a smile.

That said, the traffic in and out of this place is pretty rough, and the prices on random items are much higher than you might expect, while the average price of items are actually pretty darn good.  Hummus is ridiculously expensive.  Juice is cheap.  Dunno.

Every time we go here, we come out highly stressed, which sucks.  The parking lot, traffic, and lines all make for a bad time, so I shop elsewhere unless I really need something that other places don't stock."
"PA","So I stumbled into this Giant Eagle Market District on my way home from Trader Joe's.  (Note: The only grumble I have with TJ is lack of everyday essentials and I was suprised to learn that TJ doesn't stock dry beans).  So I am headstrong about making lentil soup that day and instead of going to Whole Foods (see past review).

I have been to the South Hills GE Market District before.  I actually enjoy the experience of walking around HUGE stores that overwhelm me with variety and random things.  Thus is the experience of GE Market District.  You are in a full-service grocery store that caters to all income levels.  AND you get FUEL POINTS for wasabi-covered soy beans.  Fantastic!  They give you a map of the store, which is truly needed, because the variety and stock is endless.  The parking at the Shadyside GE is sort of hectic.  Making a left out of the parking lot is pretty difficult.  I enjoy these new Giant Eagle grocery-monopoly attempts."
